Potencial do Jogador,Idade,Posicao,Gols,Assistencias,Chutes ao Gol,Precisao de Passe,Desarmes,Interceptacoes,Faltas,Cartoes Amarelos,Cartoes Vermelhos,Historico de Lesoes,Altura do Jogador (cm),Peso do Jogador (kg),Cidade Natal,Pe Dominante
62,29,Midfielder,8,4,10,94.3,4,1,4,1,1,High,170,63,Porto,Ambidestro
89,26,Goalkeeper,2,3,5,84.2,1,1,0,0,0,Medium,178,75,Faro,Esquerdo
65,30,Defender,4,2,7,87.7,0,3,1,0,0,Medium,150,88,Lisboa,Esquerdo
88,33,Goalkeeper,6,5,14,73.1,2,4,1,1,0,Low,204,63,Braga,Esquerdo
56,19,Midfielder,5,4,10,99.9,1,3,2,0,0,High,181,53,Braga,Direito
89,25,Goalkeeper,6,3,11,93.0,3,0,1,0,0,Medium,174,94,Braga,Ambidestro
63,34,Goalkeeper,3,2,10,89.9,1,1,1,0,0,Low,155,71,Lisboa,Direito
55,18,Forward,4,3,14,70.6,1,2,1,0,0,High,187,99,Lisboa,Esquerdo
72,27,Goalkeeper,5,2,14,70.3,2,0,2,0,0,High,171,96,Porto,Ambidestro
79,34,Midfielder,7,3,8,70.0,2,2,0,0,0,Medium,190,99,Coimbra,Direito
82,29,Midfielder,7,4,13,79.8,3,3,1,0,0,Medium,209,63,Porto,Direito
63,17,Midfielder,8,2,9,76.9,3,7,2,0,0,Low,206,96,Coimbra,Esquerdo
96,22,Midfielder,6,2,11,84.2,0,2,0,0,0,None,160,61,Faro,Esquerdo
95,26,Defender,4,1,12,87.4,2,1,0,0,0,None,181,76,Lisboa,Direito
97,32,Forward,5,2,8,98.7,0,0,0,0,0,High,185,79,Braga,Direito
51,32,Defender,0,4,10,70.8,3,0,0,0,0,High,166,55,Porto,Esquerdo
91,19,Midfielder,2,2,12,89.0,1,2,0,0,0,None,157,92,Faro,Ambidestro
77,33,Goalkeeper,8,3,9,71.3,2,4,1,0,0,High,161,71,Coimbra,Esquerdo
85,26,Midfielder,8,2,16,81.5,3,2,0,0,0,None,184,62,Porto,Ambidestro
75,25,Midfielder,5,4,13,81.2,1,2,0,0,0,Low,164,87,Porto,Esquerdo
90,28,Forward,5,5,8,74.5,3,0,3,0,0,High,185,50,Coimbra,Ambidestro
93,29,Forward,6,6,9,92.1,2,1,1,0,0,None,191,53,Porto,Direito
72,22,Goalkeeper,5,4,16,98.7,1,2,0,0,0,None,165,76,Porto,Esquerdo
93,22,Defender,5,0,11,89.9,4,2,0,0,0,Low,202,72,Faro,Esquerdo
50,23,Midfielder,4,3,13,94.7,5,3,2,0,0,High,172,94,Coimbra,Ambidestro
67,24,Forward,6,2,7,99.3,4,3,0,1,0,None,152,62,Coimbra,Esquerdo
86,29,Goalkeeper,6,4,12,98.7,1,0,1,0,0,Low,189,68,Faro,Esquerdo
100,23,Midfielder,2,3,16,80.8,2,2,1,0,0,None,200,57,Braga,Ambidestro
78,32,Defender,8,7,10,81.1,3,2,2,0,0,High,194,73,Faro,Direito
55,31,Defender,4,3,11,97.2,0,3,0,1,0,None,169,82,Porto,Ambidestro
73,24,Forward,1,4,10,79.6,4,1,2,0,0,High,178,76,Faro,Esquerdo
83,19,Defender,2,4,12,73.9,2,0,0,0,0,Medium,188,76,Lisboa,Esquerdo
59,22,Goalkeeper,5,0,13,94.0,3,4,1,0,0,Medium,158,51,Braga,Ambidestro
84,33,Forward,3,3,11,78.3,1,4,0,0,0,Medium,187,70,Braga,Esquerdo
87,23,Midfielder,2,1,6,72.6,3,2,2,0,0,Low,206,92,Lisboa,Ambidestro
88,18,Forward,4,2,7,92.6,3,1,0,0,0,High,158,92,Faro,Ambidestro
94,32,Goalkeeper,7,2,7,98.6,4,3,3,0,0,High,179,99,Faro,Direito
50,34,Goalkeeper,3,0,10,79.3,1,0,1,0,0,High,187,65,Porto,Ambidestro
82,29,Defender,7,3,15,94.8,2,2,2,0,0,High,171,88,Braga,Ambidestro
55,20,Midfielder,5,1,6,72.9,3,1,4,0,0,High,183,77,Faro,Direito
88,20,Goalkeeper,3,3,12,74.1,2,1,3,0,0,Medium,205,76,Coimbra,Direito
86,28,Defender,2,2,10,76.4,0,4,2,0,0,High,174,68,Coimbra,Direito
91,33,Midfielder,1,4,13,78.2,1,1,1,0,0,None,151,74,Coimbra,Direito
62,17,Midfielder,8,4,9,92.5,1,2,1,0,0,High,206,85,Braga,Esquerdo
51,21,Goalkeeper,3,6,19,90.6,3,0,1,0,0,None,201,89,Faro,Direito
90,17,Midfielder,4,2,6,90.2,1,2,1,0,0,High,183,99,Lisboa,Ambidestro
83,23,Midfielder,6,5,6,76.2,2,4,1,0,0,High,190,58,Coimbra,Esquerdo
51,25,Defender,4,4,7,79.0,2,1,0,0,0,Low,159,56,Lisboa,Esquerdo
82,33,Forward,5,2,12,92.0,2,1,0,1,0,Low,174,51,Braga,Ambidestro
98,25,Midfielder,4,1,14,82.0,1,3,1,0,0,Medium,165,89,Lisboa,Esquerdo
99,16,Defender,1,5,6,75.3,1,2,1,0,0,None,207,96,Faro,Esquerdo
64,20,Defender,6,4,7,93.5,2,1,1,0,0,High,195,55,Porto,Esquerdo
61,33,Defender,3,3,4,88.5,3,2,2,0,0,Medium,193,78,Coimbra,Ambidestro
50,32,Goalkeeper,7,2,11,70.8,1,0,0,0,0,None,184,93,Lisboa,Esquerdo
95,19,Goalkeeper,5,1,12,96.9,2,1,0,0,0,Low,168,89,Faro,Direito
54,26,Forward,6,2,18,89.2,1,1,0,0,0,Low,196,68,Faro,Ambidestro
85,17,Goalkeeper,3,4,13,95.2,1,3,1,0,0,High,190,97,Faro,Ambidestro
74,20,Defender,5,4,12,77.4,5,4,2,0,0,None,189,51,Coimbra,Ambidestro
85,20,Defender,2,5,11,90.0,1,1,1,0,0,Low,161,80,Porto,Esquerdo
56,32,Forward,4,3,11,77.0,1,1,0,0,1,Low,166,67,Coimbra,Esquerdo
61,32,Defender,4,2,6,86.6,2,3,1,0,0,High,177,72,Lisboa,Esquerdo
95,31,Goalkeeper,3,2,12,87.4,2,1,1,0,0,Low,180,57,Faro,Esquerdo
61,26,Defender,7,2,10,87.8,0,2,1,0,0,None,206,69,Lisboa,Ambidestro
90,29,Forward,6,5,5,79.2,3,0,0,0,0,Medium,167,76,Faro,Esquerdo
65,24,Forward,4,5,8,73.2,1,2,3,0,0,High,162,81,Lisboa,Direito
87,27,Forward,6,2,6,80.8,0,1,2,1,0,High,205,58,Faro,Ambidestro
73,22,Midfielder,5,4,8,88.4,3,2,0,0,0,None,161,60,Coimbra,Ambidestro
60,25,Goalkeeper,3,1,10,82.9,2,2,1,0,0,None,207,82,Braga,Ambidestro
95,31,Forward,7,2,15,88.1,0,0,0,0,0,Medium,194,73,Lisboa,Direito
76,19,Midfielder,3,2,12,99.1,0,0,1,0,0,High,188,62,Porto,Direito
88,28,Goalkeeper,2,3,8,83.8,0,4,0,0,0,High,207,91,Faro,Direito
80,34,Midfielder,6,4,11,81.8,3,2,2,0,1,High,190,76,Coimbra,Ambidestro
73,33,Goalkeeper,7,4,16,88.1,1,1,0,0,0,Medium,188,77,Lisboa,Esquerdo
61,26,Goalkeeper,8,5,10,78.2,0,2,3,0,0,Low,207,63,Porto,Direito
91,18,Goalkeeper,5,2,9,94.2,1,4,0,0,0,None,192,78,Coimbra,Esquerdo
73,17,Forward,4,5,10,76.2,0,2,3,0,0,Low,189,78,Braga,Ambidestro
83,27,Goalkeeper,4,2,12,93.4,0,4,0,0,0,High,167,56,Faro,Direito
93,19,Midfielder,5,0,16,99.8,2,2,0,0,0,None,172,98,Coimbra,Ambidestro
87,28,Defender,5,2,7,77.1,1,1,3,0,0,Low,159,99,Braga,Direito
60,20,Defender,4,7,11,75.7,1,3,0,1,0,Low,181,94,Lisboa,Direito
99,17,Goalkeeper,6,2,10,83.5,1,4,0,1,0,Low,179,71,Faro,Esquerdo
80,33,Forward,9,2,9,75.9,0,4,0,0,0,Low,155,91,Coimbra,Ambidestro
99,16,Goalkeeper,1,1,10,93.1,1,2,3,1,0,High,196,97,Lisboa,Esquerdo
90,23,Midfielder,5,2,12,87.4,1,2,1,0,0,Medium,164,52,Porto,Direito
62,20,Defender,6,3,9,70.2,1,2,2,0,0,Medium,165,99,Faro,Ambidestro
76,19,Midfielder,8,4,10,76.2,4,2,1,0,1,High,193,79,Porto,Direito
77,21,Midfielder,3,5,6,93.7,4,1,0,0,0,None,176,74,Faro,Direito
54,22,Defender,3,0,5,75.2,0,0,0,1,0,Medium,193,76,Porto,Esquerdo
84,19,Forward,1,1,11,86.5,3,3,1,0,0,High,197,83,Braga,Esquerdo
91,18,Midfielder,9,5,16,90.9,2,1,1,0,0,High,178,78,Faro,Direito
51,24,Defender,5,3,11,81.0,1,2,2,0,1,Low,202,73,Porto,Direito
85,17,Forward,7,2,13,93.4,2,0,0,0,0,None,151,77,Braga,Esquerdo
68,20,Midfielder,9,5,4,88.6,1,1,0,0,0,Low,179,64,Faro,Ambidestro
82,16,Midfielder,6,2,11,71.6,4,0,0,0,0,Low,189,58,Porto,Esquerdo
70,29,Midfielder,3,2,16,75.5,1,4,3,0,0,Low,153,98,Lisboa,Direito
89,25,Midfielder,4,0,9,87.7,3,2,0,0,0,High,207,53,Lisboa,Esquerdo
91,21,Goalkeeper,7,2,7,70.6,1,2,2,0,0,Medium,150,71,Lisboa,Direito
58,17,Forward,4,3,8,70.7,1,0,1,0,0,Low,170,96,Faro,Direito
69,23,Midfielder,4,0,5,87.4,0,2,0,0,0,Low,191,54,Lisboa,Direito
91,24,Defender,7,2,10,92.7,4,0,2,0,0,Low,159,73,Coimbra,Esquerdo
71,23,Goalkeeper,6,1,9,83.5,5,6,2,0,0,None,169,66,Porto,Direito
67,19,Defender,4,1,9,74.3,0,3,0,0,0,None,164,85,Porto,Direito
99,28,Defender,6,4,9,90.8,0,2,0,0,0,None,172,57,Lisboa,Ambidestro
83,19,Forward,6,3,10,90.4,3,2,0,1,0,None,205,89,Faro,Ambidestro
78,22,Defender,2,1,10,76.0,0,3,1,0,0,Medium,205,72,Braga,Ambidestro
74,23,Goalkeeper,4,7,6,77.8,0,1,1,0,0,High,150,96,Faro,Ambidestro
57,16,Midfielder,14,3,13,79.7,0,0,1,0,0,None,152,63,Faro,Esquerdo
50,21,Midfielder,10,4,18,74.1,1,0,0,0,0,None,198,64,Braga,Esquerdo
100,27,Defender,5,4,12,97.0,2,3,2,0,0,Low,165,51,Braga,Esquerdo
55,25,Forward,6,4,10,72.4,1,5,3,0,0,Low,193,69,Lisboa,Esquerdo
58,23,Forward,4,5,4,92.0,3,3,0,0,0,High,195,87,Coimbra,Direito
65,21,Midfielder,2,5,9,71.6,0,6,1,0,0,Medium,193,68,Porto,Direito
68,24,Midfielder,9,3,14,74.7,1,2,1,0,0,Low,187,91,Braga,Direito
79,27,Defender,2,4,8,83.4,2,2,2,0,0,Medium,168,70,Lisboa,Esquerdo
57,30,Forward,7,3,7,70.2,1,1,1,1,0,Low,170,77,Faro,Direito
80,16,Defender,9,2,20,75.3,3,2,1,0,0,Medium,189,62,Porto,Esquerdo
93,24,Midfielder,6,5,2,86.5,6,5,0,1,0,None,202,68,Lisboa,Direito
63,22,Midfielder,13,3,13,91.5,1,2,2,1,0,None,200,76,Coimbra,Direito
71,26,Defender,3,1,7,92.9,2,3,1,0,0,Low,154,54,Faro,Direito
89,18,Forward,2,7,13,84.0,1,1,1,0,1,Medium,178,93,Braga,Esquerdo
78,16,Midfielder,8,3,8,87.7,4,2,0,0,0,None,164,85,Braga,Esquerdo
64,30,Midfielder,4,6,6,81.9,1,3,1,0,0,Medium,159,78,Faro,Direito
51,16,Forward,10,1,12,91.6,1,3,2,0,0,Medium,183,92,Braga,Esquerdo
87,22,Midfielder,12,3,10,83.6,2,5,0,0,0,High,172,57,Faro,Direito
90,17,Forward,4,1,8,81.4,0,3,0,0,0,None,198,55,Lisboa,Esquerdo
95,28,Forward,3,4,15,91.5,3,3,0,0,0,Low,185,81,Coimbra,Direito
78,34,Midfielder,7,4,13,96.1,3,1,3,0,0,None,207,66,Faro,Ambidestro
99,29,Defender,6,0,14,77.5,1,0,1,0,0,Medium,170,92,Faro,Esquerdo
89,25,Midfielder,8,1,11,96.3,1,0,1,0,0,None,202,65,Lisboa,Ambidestro
76,20,Midfielder,3,4,12,90.8,2,1,0,1,0,None,182,59,Lisboa,Ambidestro
87,33,Midfielder,0,4,9,97.9,3,5,2,0,0,High,206,84,Porto,Ambidestro
73,19,Goalkeeper,5,1,10,89.7,3,2,1,1,0,Medium,186,72,Faro,Ambidestro
58,18,Midfielder,1,3,9,79.5,2,2,0,0,0,Medium,201,98,Lisboa,Ambidestro
85,29,Defender,3,0,13,96.6,2,2,1,0,0,High,157,81,Coimbra,Ambidestro
66,31,Defender,5,0,10,84.9,1,3,0,0,0,Low,194,75,Porto,Direito
55,20,Defender,8,2,12,77.4,2,2,0,0,0,Low,200,89,Lisboa,Ambidestro
58,25,Forward,3,2,14,98.5,3,0,1,0,0,Low,189,69,Braga,Direito
67,20,Goalkeeper,5,1,10,87.0,3,1,3,0,0,None,187,98,Porto,Direito
69,33,Goalkeeper,4,1,9,88.5,1,2,3,1,0,Medium,190,72,Faro,Direito
66,34,Defender,6,2,8,91.6,3,0,0,1,0,None,176,57,Braga,Direito
67,29,Goalkeeper,6,4,8,78.9,3,1,0,0,0,Low,183,64,Lisboa,Direito
83,29,Forward,3,1,10,73.6,0,2,1,0,0,None,205,87,Coimbra,Ambidestro
92,18,Midfielder,2,6,6,94.2,2,2,2,0,0,None,189,77,Braga,Direito
97,19,Defender,2,2,9,83.0,3,0,0,0,0,None,153,50,Faro,Direito
68,25,Goalkeeper,9,5,11,75.4,3,1,0,0,0,Medium,203,56,Lisboa,Ambidestro
95,28,Defender,5,2,13,80.3,2,0,0,1,0,Low,191,64,Coimbra,Ambidestro
78,31,Defender,7,3,9,90.7,3,0,1,0,0,High,162,68,Lisboa,Esquerdo
94,18,Defender,8,1,18,90.1,4,3,0,1,0,High,192,61,Porto,Ambidestro
85,22,Defender,4,2,9,76.6,3,4,2,0,0,High,171,93,Braga,Ambidestro
60,30,Midfielder,4,3,9,79.4,2,1,0,0,0,Medium,202,56,Lisboa,Ambidestro
61,32,Defender,6,1,12,95.1,4,1,0,0,1,Medium,194,90,Faro,Ambidestro
96,31,Goalkeeper,4,1,7,82.6,2,3,0,1,0,Medium,187,73,Faro,Direito
92,24,Goalkeeper,2,1,12,81.2,2,2,0,0,0,High,165,57,Braga,Ambidestro
89,16,Forward,9,4,11,93.7,1,1,2,1,0,High,160,82,Coimbra,Direito
76,26,Forward,10,3,11,84.1,1,1,1,1,0,Low,208,54,Braga,Esquerdo
83,27,Goalkeeper,8,2,5,94.0,0,3,3,0,0,Medium,199,68,Lisboa,Direito
82,29,Defender,2,0,6,99.5,2,2,2,1,0,Low,201,79,Faro,Ambidestro
89,23,Goalkeeper,7,4,9,96.8,1,3,0,0,0,High,167,73,Faro,Direito
71,22,Forward,4,3,11,70.1,3,2,1,0,0,None,197,74,Porto,Ambidestro
55,29,Defender,6,5,13,92.8,2,3,2,1,0,High,163,54,Coimbra,Direito
87,31,Goalkeeper,11,3,13,95.7,2,3,1,1,0,High,186,81,Lisboa,Direito
86,25,Midfielder,12,3,6,78.7,1,3,1,0,0,None,193,91,Porto,Direito
70,22,Goalkeeper,4,4,8,83.4,1,0,2,1,0,Medium,165,66,Braga,Direito
68,27,Forward,3,5,4,86.6,4,2,1,0,0,High,202,59,Porto,Direito
69,34,Goalkeeper,5,1,12,96.8,3,1,0,0,0,None,189,82,Porto,Direito
94,23,Defender,2,2,5,89.0,2,3,1,1,0,High,168,98,Porto,Ambidestro
77,17,Goalkeeper,6,2,11,88.4,2,1,0,0,0,Medium,197,62,Porto,Direito
63,25,Forward,0,4,7,75.7,3,2,2,1,0,Low,186,84,Lisboa,Direito
85,18,Goalkeeper,4,4,8,88.5,3,2,0,0,0,High,154,57,Lisboa,Esquerdo
76,34,Defender,7,3,6,82.0,2,2,0,0,0,Low,205,92,Braga,Ambidestro
91,30,Goalkeeper,8,2,7,95.0,1,0,2,1,0,None,191,92,Coimbra,Ambidestro
51,21,Forward,5,2,14,76.0,0,2,3,0,1,Low,173,95,Porto,Esquerdo
68,20,Midfielder,2,4,4,82.5,1,3,1,0,0,Medium,167,57,Braga,Esquerdo
98,34,Goalkeeper,5,0,12,72.9,1,3,1,0,0,High,166,58,Faro,Direito
56,30,Goalkeeper,3,3,12,79.3,4,2,1,1,0,High,160,65,Coimbra,Direito
92,34,Forward,5,4,16,92.0,1,3,1,0,1,Low,155,96,Porto,Direito
78,17,Forward,8,2,7,84.2,0,0,1,0,0,High,194,70,Porto,Direito
78,28,Goalkeeper,3,3,11,81.4,3,3,1,0,0,Medium,204,96,Braga,Esquerdo
73,16,Forward,2,5,12,83.0,0,4,0,0,0,None,183,83,Porto,Direito
96,25,Forward,6,4,9,71.4,1,3,1,0,0,High,156,73,Porto,Esquerdo
64,32,Defender,5,3,8,94.2,6,0,1,0,0,None,167,55,Porto,Direito
90,18,Goalkeeper,4,4,9,72.7,3,3,1,0,0,Low,198,57,Faro,Ambidestro
95,24,Goalkeeper,5,4,7,99.8,1,2,1,1,0,Low,181,63,Lisboa,Esquerdo
84,26,Midfielder,3,2,8,86.7,0,1,0,1,0,Low,168,83,Porto,Ambidestro
83,32,Midfielder,4,0,12,96.1,0,3,1,0,0,High,161,72,Braga,Direito
66,17,Forward,6,4,18,70.8,2,0,1,0,0,High,180,71,Lisboa,Esquerdo
93,16,Forward,9,1,8,88.9,2,2,1,1,0,Low,152,82,Lisboa,Ambidestro
99,21,Goalkeeper,2,1,12,73.4,3,2,3,0,0,Low,205,96,Porto,Ambidestro
63,18,Midfielder,5,0,11,97.6,1,3,0,1,0,High,168,73,Porto,Direito
81,31,Goalkeeper,6,6,11,81.1,1,0,3,0,0,High,173,89,Lisboa,Esquerdo
53,19,Goalkeeper,5,4,10,78.6,3,3,0,0,0,High,159,79,Faro,Direito
78,30,Goalkeeper,3,3,12,74.1,2,1,0,0,0,High,196,95,Coimbra,Ambidestro
76,21,Midfielder,2,5,9,73.4,2,1,0,0,0,None,170,94,Coimbra,Ambidestro
54,27,Goalkeeper,2,4,7,95.2,2,5,2,0,0,Medium,187,61,Lisboa,Esquerdo
68,22,Midfielder,8,4,6,75.0,5,2,0,0,0,Medium,168,76,Faro,Direito
77,22,Midfielder,4,2,8,81.8,1,0,0,1,0,Medium,170,80,Coimbra,Ambidestro
70,22,Forward,5,3,5,98.9,3,2,0,0,0,High,151,54,Coimbra,Esquerdo
67,18,Goalkeeper,7,2,11,80.5,3,2,2,1,0,High,169,57,Coimbra,Ambidestro
96,22,Midfielder,8,1,8,76.8,1,1,3,0,0,Medium,195,69,Faro,Direito
65,21,Forward,8,3,7,87.5,2,4,2,0,0,None,192,53,Lisboa,Esquerdo
98,21,Forward,2,4,11,84.7,4,1,0,1,0,Medium,189,76,Porto,Esquerdo
55,29,Midfielder,11,1,15,79.5,3,5,0,0,0,None,192,80,Braga,Direito
72,25,Defender,4,1,8,96.3,1,2,1,0,0,High,151,81,Faro,Esquerdo
75,20,Forward,7,6,10,83.9,8,1,0,0,0,Low,167,85,Porto,Ambidestro
68,29,Midfielder,3,3,13,92.1,2,1,1,1,0,High,157,66,Braga,Ambidestro
60,33,Forward,2,5,7,82.0,1,2,2,0,0,High,158,77,Braga,Ambidestro
86,19,Defender,4,6,11,81.2,1,1,2,0,0,None,185,86,Braga,Direito
71,29,Goalkeeper,3,3,13,83.7,2,4,1,0,0,None,208,79,Braga,Direito
77,24,Midfielder,5,3,13,80.9,2,3,0,0,0,Medium,186,70,Braga,Esquerdo
55,29,Goalkeeper,6,3,11,76.9,2,2,0,0,0,Medium,173,60,Braga,Ambidestro
73,21,Forward,6,6,13,75.8,7,0,3,0,0,None,205,73,Porto,Ambidestro
67,32,Defender,6,3,12,91.9,0,1,1,0,0,High,198,66,Braga,Direito
88,30,Defender,7,1,12,72.7,0,2,0,0,0,None,186,70,Braga,Esquerdo
86,21,Forward,3,4,15,89.7,4,1,1,0,0,Low,156,88,Porto,Direito
55,17,Midfielder,7,3,11,72.3,3,0,0,0,0,High,186,67,Braga,Esquerdo
61,21,Midfielder,2,6,8,97.2,2,3,1,0,0,Medium,160,85,Braga,Esquerdo
61,22,Forward,0,2,9,76.6,4,7,0,0,0,Low,166,85,Porto,Direito
88,28,Defender,6,1,13,86.6,0,2,2,0,0,None,153,61,Faro,Ambidestro
52,26,Goalkeeper,8,2,9,85.0,2,2,0,0,0,High,209,67,Braga,Ambidestro
53,30,Defender,3,1,12,85.3,2,1,2,0,0,Low,209,88,Faro,Ambidestro
96,24,Defender,8,4,11,73.8,1,5,0,0,0,None,158,92,Braga,Esquerdo
66,23,Defender,4,2,19,74.9,1,1,0,0,0,Low,188,91,Lisboa,Direito
74,29,Forward,6,7,15,77.6,0,1,0,0,0,Low,179,63,Faro,Direito
79,21,Goalkeeper,3,3,12,84.8,4,1,0,0,0,High,180,57,Porto,Ambidestro
52,31,Defender,9,3,15,82.1,2,3,0,1,0,None,201,52,Braga,Esquerdo
70,26,Forward,3,2,15,85.5,1,3,0,0,0,High,180,65,Coimbra,Esquerdo
96,19,Midfielder,6,9,13,99.2,3,4,2,0,0,Low,173,91,Lisboa,Ambidestro
76,26,Midfielder,4,2,11,70.2,4,3,2,0,0,Low,194,88,Faro,Ambidestro
51,34,Defender,6,3,10,90.5,4,3,0,0,0,None,181,65,Coimbra,Ambidestro
87,19,Defender,6,4,7,92.5,4,1,0,1,0,High,197,62,Porto,Direito
56,30,Goalkeeper,7,7,7,86.0,1,1,0,0,0,Low,179,51,Braga,Esquerdo
55,34,Defender,9,2,12,74.8,2,2,1,0,0,Low,195,97,Coimbra,Direito
63,21,Midfielder,7,4,10,79.6,5,2,2,0,0,High,155,60,Coimbra,Ambidestro
95,20,Forward,3,1,12,97.6,4,3,1,0,1,None,184,81,Porto,Ambidestro
95,33,Forward,5,2,8,80.5,2,3,0,0,0,Low,154,71,Faro,Ambidestro
63,21,Goalkeeper,3,2,10,91.6,1,1,2,0,0,None,192,68,Coimbra,Esquerdo
95,19,Forward,6,2,14,80.5,1,3,0,0,0,Low,153,98,Braga,Direito
62,21,Goalkeeper,4,2,6,82.6,0,4,1,0,0,None,188,99,Braga,Esquerdo
71,24,Defender,5,1,12,99.6,3,4,3,0,0,Low,167,58,Lisboa,Ambidestro
83,20,Forward,11,1,12,89.3,0,1,0,0,0,High,157,92,Faro,Ambidestro
75,33,Goalkeeper,8,4,7,92.4,1,1,2,0,0,None,175,94,Faro,Direito
65,17,Goalkeeper,2,3,10,98.0,3,2,3,0,0,Low,186,62,Lisboa,Direito
94,34,Defender,4,1,12,95.2,3,1,2,0,0,Medium,176,98,Braga,Esquerdo
88,17,Midfielder,4,2,10,78.6,2,1,1,0,0,Low,175,64,Braga,Esquerdo
68,30,Forward,8,6,13,84.4,0,2,1,0,0,None,192,52,Lisboa,Direito
89,33,Defender,9,3,7,95.0,2,3,1,0,0,Medium,188,69,Faro,Ambidestro
68,23,Forward,10,3,15,74.5,2,1,2,0,0,None,178,88,Porto,Ambidestro
85,27,Midfielder,3,1,11,72.3,5,0,1,1,0,Low,153,94,Faro,Direito
98,30,Forward,3,3,13,72.6,2,3,5,1,0,Low,204,77,Coimbra,Direito
54,32,Goalkeeper,5,3,10,75.2,2,1,0,0,0,None,165,58,Braga,Ambidestro
83,17,Forward,11,2,10,88.1,1,1,1,0,0,None,173,62,Faro,Direito
80,33,Goalkeeper,4,1,10,97.6,1,1,0,0,1,Medium,185,94,Faro,Esquerdo
61,28,Midfielder,2,1,6,73.4,6,0,2,0,0,Medium,209,61,Braga,Ambidestro
84,30,Goalkeeper,7,3,10,71.8,0,3,1,0,0,Low,164,63,Faro,Esquerdo
73,16,Defender,3,5,6,83.2,3,3,0,0,0,Low,166,66,Faro,Esquerdo
72,18,Goalkeeper,4,3,10,95.7,4,2,0,0,0,High,204,59,Braga,Esquerdo
88,30,Goalkeeper,9,2,17,71.1,2,2,1,0,0,High,158,65,Coimbra,Esquerdo
99,34,Defender,8,0,18,78.0,1,3,1,0,0,Low,177,73,Faro,Direito
66,27,Goalkeeper,6,5,7,85.5,3,0,1,1,0,Medium,195,81,Braga,Direito
78,25,Goalkeeper,10,5,15,91.8,3,0,2,0,0,Medium,198,69,Coimbra,Direito
97,30,Defender,3,3,11,96.0,2,2,0,0,0,Medium,176,96,Braga,Ambidestro
78,16,Goalkeeper,4,0,9,96.5,2,2,2,0,0,High,171,64,Coimbra,Esquerdo
80,28,Goalkeeper,5,6,11,92.0,0,0,1,0,0,Medium,160,72,Braga,Esquerdo
52,25,Forward,6,4,16,81.2,2,2,1,0,0,Medium,176,94,Faro,Direito
72,34,Forward,3,1,10,92.3,2,4,0,0,0,High,194,89,Porto,Direito
86,20,Goalkeeper,4,3,11,94.7,2,3,1,0,1,None,184,77,Lisboa,Direito
88,23,Defender,6,6,5,81.2,2,3,1,0,0,High,188,72,Faro,Ambidestro
93,19,Defender,4,2,8,79.8,2,2,0,0,0,Low,205,82,Coimbra,Ambidestro
67,32,Forward,3,1,11,83.7,2,3,1,0,0,High,196,83,Porto,Ambidestro
67,28,Defender,2,1,8,73.8,3,1,0,0,0,None,170,99,Braga,Esquerdo
61,21,Defender,5,0,11,83.7,0,0,2,0,0,None,177,51,Faro,Ambidestro
75,29,Forward,3,7,6,95.8,0,1,1,0,0,Low,150,53,Porto,Direito
63,32,Midfielder,8,3,12,94.5,0,4,1,1,0,Low,152,86,Lisboa,Direito
87,29,Forward,5,2,6,72.8,1,3,1,0,0,Medium,201,94,Porto,Ambidestro
66,34,Defender,5,3,13,70.4,1,1,1,0,0,High,173,82,Lisboa,Ambidestro
82,33,Goalkeeper,6,7,17,82.9,0,0,0,0,0,None,200,98,Braga,Direito
77,23,Defender,4,5,8,80.3,1,0,1,1,0,Medium,183,62,Braga,Ambidestro
55,33,Goalkeeper,5,2,5,87.6,1,2,0,0,0,Low,166,76,Braga,Ambidestro
98,30,Goalkeeper,9,1,8,89.2,1,2,0,0,0,Low,160,62,Porto,Direito
61,19,Goalkeeper,11,2,12,90.3,4,1,0,0,0,None,206,56,Coimbra,Ambidestro
50,26,Midfielder,6,2,12,91.7,4,2,0,0,0,Low,184,62,Coimbra,Direito
72,26,Midfielder,5,2,8,98.0,2,0,2,0,0,Medium,193,50,Braga,Ambidestro
84,17,Forward,6,2,9,93.6,2,3,1,0,1,None,151,51,Porto,Ambidestro
74,32,Midfielder,5,3,13,74.4,3,1,4,0,0,High,209,84,Porto,Direito
69,26,Goalkeeper,3,3,11,71.8,4,0,2,1,0,None,184,82,Coimbra,Ambidestro
86,34,Defender,4,3,7,70.2,4,2,0,0,0,Medium,206,50,Lisboa,Esquerdo
73,32,Defender,5,0,8,93.1,2,1,1,1,0,None,198,93,Porto,Direito
88,18,Goalkeeper,2,2,8,70.1,0,3,3,0,0,Low,184,57,Porto,Ambidestro
51,22,Defender,3,1,9,76.5,1,5,0,0,0,None,160,74,Coimbra,Esquerdo
72,25,Defender,7,3,7,79.4,1,3,1,0,0,Medium,158,67,Lisboa,Ambidestro
83,18,Midfielder,4,1,9,89.6,3,0,1,0,0,Medium,166,88,Faro,Direito
85,28,Goalkeeper,4,5,15,77.2,3,2,0,0,0,None,201,88,Porto,Direito
87,25,Defender,2,1,11,78.4,2,2,0,0,1,Low,157,60,Coimbra,Direito
73,20,Defender,5,2,6,70.1,0,1,0,0,0,None,159,69,Lisboa,Esquerdo
84,20,Defender,6,1,9,83.1,1,1,1,0,0,High,208,73,Braga,Direito
