Diferenca de Golos da Equipa da Casa,Golos Marcados pela Equipa da Casa_5J,Golos Marcados pela Equipa Fora_5J,Golos Sofridos pela Equipa da Casa_5J,Golos Sofridos pela Equipa Fora_5J,Taxa de Vitorias da Equipa da Casa_10J,Taxa de Vitorias da Equipa Fora_10J,Posicao da Equipa da Casa na Liga,Posicao da Equipa Fora na Liga,Distancia Percorrida_Equipa Fora,Temperatura no Dia do Jogo,Numero de Espectadores,Golos da Equipa da Casa,Golos da Equipa Fora
0,1.340335791,1.033304557,0.677758689,1.477066886,0.129460057,0.999062214,9,1,402,14,49118,2,2
0,1.845769376,1.538880687,0.851277451,1.615654511,0.47393429,0.947645264,1,15,82,23,5455,1,1
0,1.847374572,1.194766238,1.286347822,1.373394966,0.255703615,0.643327624,8,8,970,11,2728,0,0
-1,1.137201311,0.633839192,1.974259376,1.288909535,0.653262651,0.734636489,11,5,797,14,39648,1,2
1,0.808318022,1.154779769,1.160516769,0.753635397,0.254823811,0.727720114,15,8,886,23,16550,2,1
-1,0.708530801,0.906044704,1.812585236,2.423353017,0.971656309,0.491070875,10,18,594,13,12916,1,2
2,1.80518969,1.713804997,1.359044085,1.735892364,0.405461972,0.255605596,4,20,791,18,46921,2,0
1,0.905570371,1.931084422,1.111059738,0.667832138,0.432642393,0.789788986,2,2,606,11,26816,1,0
-1,1.246591823,1.322618673,1.192936991,1.141908474,0.076601346,0.980324611,17,18,445,16,3250,0,1
0,1.201842981,0.271553116,1.503920243,1.835305237,0.30286273,0.055423836,11,17,216,12,18623,0,0
0,1.473716352,1.096236233,1.45868502,1.029982399,0.98639033,0.131861886,12,12,196,10,31369,2,2
0,0.531860097,1.246227106,1.484819289,2.276077543,0.732672158,0.067902881,6,2,286,22,47971,2,2
-1,1.594389298,0.928277843,-0.475927636,1.769640909,0.630668167,0.154459089,18,7,50,13,33667,0,1
1,1.761945512,0.949200059,1.28751414,1.953762315,0.301897521,0.701282168,4,2,228,18,40506,1,0
0,1.544211044,1.392911361,1.810770939,0.92520065,0.224047298,0.685732713,11,1,864,13,33085,2,2
0,1.344556914,1.494427619,1.605828687,1.251424887,0.621729299,0.842836849,10,16,134,11,38832,0,0
-2,1.548700083,1.77931985,0.863219584,0.51024501,0.020817289,0.873125735,20,8,404,18,32937,1,3
0,1.699523173,0.82624147,2.257901829,1.21679259,0.066390164,0.767409365,12,19,874,17,38508,1,1
0,0.113703622,1.078268683,1.837907809,1.588712667,0.636268721,0.878485596,13,5,421,27,36901,1,1
2,2.477956154,1.134468338,1.820377528,1.218117642,0.428571846,0.676992271,16,4,502,29,20828,2,0
-1,1.695046661,1.333378394,1.236859751,1.9191146,0.344301838,0.412946951,15,15,902,20,49454,0,1
-1,1.173795709,1.462987762,1.219240958,1.863513142,0.218365895,0.181774122,17,17,156,15,1897,0,1
0,1.304523312,1.256061204,0.748733142,1.895496518,0.347281972,0.064386378,15,12,141,17,33208,1,1
-1,1.746870889,0.93336019,1.658482572,1.63088713,0.731983317,0.280352508,2,2,982,29,43784,1,2
4,1.44194803,1.620397476,2.255721031,0.507281982,0.267948444,0.31715313,4,13,645,16,3080,4,0
-1,0.484657766,1.724435595,0.941240944,1.953635978,0.966557924,0.818962012,14,14,439,17,11692,0,1
-3,2.532246431,2.007485469,1.158069473,1.172343936,0.741830149,0.517454181,18,14,336,13,43504,0,3
-1,1.444729671,1.665919859,1.390765222,1.305176472,0.730123382,0.87801116,2,17,311,18,10326,0,1
-2,2.010086356,0.064378377,1.325499024,1.767285813,0.626713882,0.435338432,4,9,208,19,46805,1,3
-1,1.153975076,0.830887507,1.380050091,1.320764202,0.697544648,0.939256977,7,14,413,15,33463,1,2
3,2.268188527,1.22366454,1.96030109,1.462837174,0.853113865,0.080859926,7,2,468,20,31889,3,0
0,1.643171844,1.292845966,0.296262612,1.180177443,0.724802808,0.30318844,7,10,832,27,37447,1,1
1,1.804421917,0.547091395,1.870255987,2.294964044,0.346413197,0.866165609,2,5,95,11,15223,1,0
3,0.977373317,0.846788334,1.838733343,1.614548858,0.330279993,0.442595848,20,5,349,10,49309,3,0
2,2.105572645,1.110406033,1.14949154,0.828505986,0.410655161,0.098555627,4,3,354,15,17371,2,0
-1,1.844909082,1.451927355,1.292065742,1.467829841,0.351379022,0.416490391,1,13,482,14,16744,1,2
1,2.150923115,0.886847684,1.447456208,1.535243889,0.310778335,0.616036578,17,7,847,11,4456,1,0
-1,1.18595622,1.185858933,0.842225429,-0.051424605,0.080320618,0.973328576,12,15,531,27,19479,1,2
2,1.259486441,0.842250419,1.32556477,1.531792359,0.175783338,0.051551523,5,14,661,28,48498,2,0
3,2.651958349,1.44392061,0.84081529,1.284853213,0.981058631,0.795935987,12,19,730,14,11255,3,0
0,0.969992089,1.157829604,1.502975018,2.120586726,0.562476677,0.780384825,17,7,325,17,10073,0,0
0,1.43202515,2.086894746,0.807610463,1.794985461,0.576984391,0.805209297,1,5,827,20,17531,0,0
1,2.068445681,0.978302532,1.146817999,1.754884066,0.258690181,0.721334787,19,8,687,16,20158,2,1
1,1.548862484,0.658963743,1.438427915,1.316454554,0.715370841,0.61162005,19,20,237,11,34605,1,0
1,1.79147684,0.943645672,1.639957613,0.818316732,0.907290455,0.585681022,10,17,437,26,38573,1,0
1,1.300275485,0.976988127,1.368718995,1.815720236,0.901690319,0.884803969,18,19,877,17,33131,2,1
0,1.685027944,2.145007062,0.411591402,1.138841134,0.615958011,0.9299944,11,19,294,12,1164,2,2
0,0.846736574,1.868688711,1.822946911,1.098746668,0.722096608,0.331184081,6,20,395,24,41852,0,0
-1,2.32906534,1.351982377,0.549802463,0.878681593,0.638768815,0.484893948,8,2,634,23,40535,1,2
0,1.440917977,1.143560536,1.442979067,0.851447775,0.089426639,0.471902577,13,19,419,17,22975,1,1
0,1.159910898,0.094251928,1.522838888,1.43755771,0.206714756,0.690431512,11,5,931,27,29427,0,0
-1,1.833191541,0.817009745,2.655773547,1.396952098,0.009368449,0.445223271,3,16,99,15,35986,1,2
0,1.269640106,1.206080216,1.315817045,1.667901597,0.26422772,0.138758199,8,1,399,10,21622,0,0
1,0.832870764,0.922319664,1.311879102,1.22518711,0.569745063,0.186083484,15,4,800,16,2526,1,0
-2,0.826641247,2.1277712,1.992970997,1.49734435,0.253386715,0.063369062,14,3,399,15,6962,0,2
2,1.846886576,1.658977303,1.194971492,0.869934594,0.236530531,0.444167693,17,16,531,22,19499,4,2
0,1.420213281,1.317620494,1.562823914,1.247221617,0.053449859,0.771891157,17,13,991,22,29587,0,0
1,1.43314922,1.629229125,1.253712443,1.795789326,0.389685299,0.981350614,4,17,398,27,44028,2,1
2,2.038871903,0.612410507,0.571676373,1.075138819,0.556424732,0.318035526,13,2,268,13,6332,2,0
-1,0.936587096,2.01210423,2.103704378,1.478071268,0.853142357,0.381348616,20,5,765,25,25039,0,1
-1,1.134661124,2.338538675,1.093893921,1.434007209,0.510300426,0.369911183,4,17,832,15,28560,0,1
1,1.307560095,1.109756252,0.899951098,1.494269301,0.49722256,0.135509114,10,15,406,10,14229,1,0
-3,1.547175795,1.479537688,1.058549781,1.382940662,0.199432066,0.077973324,6,18,82,23,24637,0,3
0,1.478914274,1.100362883,1.656243971,1.354303444,0.48287082,0.105028923,13,7,334,29,45809,1,1
1,1.356556404,0.927301179,2.364957906,3.040660918,0.009125476,0.158096282,7,9,531,26,36439,1,0
-1,1.469186799,1.487975692,1.287015509,1.773455178,0.701477214,0.539546247,9,15,928,19,24983,1,2
-2,1.446347362,1.782619089,1.166261523,1.014524399,0.432398603,0.273809491,18,5,889,27,27657,0,2
-2,1.140197806,2.04360779,1.036950573,1.067371388,0.970997301,0.041233861,20,1,156,10,31107,0,2
-1,1.093503506,2.139730825,1.222789534,1.73083237,0.735108238,0.126569616,3,9,930,17,33663,0,1
-1,1.637258179,0.603843596,1.730979133,1.819946616,0.466756457,0.173150882,18,16,50,24,42532,1,2
-1,1.054542459,1.027234708,1.371637802,1.483865889,0.863725928,0.770103414,19,8,809,19,29022,0,1
1,0.92132237,1.153695069,1.89773757,1.513074114,0.17556088,0.76823059,11,6,164,28,32504,1,0
0,1.343853874,1.214906098,1.096423745,1.682149005,0.440973308,0.794820849,12,8,374,19,43782,0,0
0,1.421166492,0.082961798,0.733278829,0.925486068,0.231294742,0.326024756,16,16,169,20,22516,0,0
5,2.628361749,1.193576932,1.208602823,1.194004695,0.14996472,0.942362005,4,16,227,18,18875,5,0
0,1.147649862,2.090499838,1.241363578,1.804454068,0.774878147,0.884074894,13,14,353,17,2159,0,0
1,1.971630362,0.315097127,1.37145332,2.574464064,0.439604085,0.649364713,17,10,980,29,45403,2,1
-1,1.873594167,1.117119762,0.987187152,1.402985963,0.352055914,0.786992975,6,11,544,13,2881,1,2
2,0.905527522,1.051873092,0.723367873,1.463888223,0.903274801,0.142888129,16,9,639,26,27925,2,0
0,1.886626489,1.399224248,0.948251222,1.641597265,0.743967515,0.523885687,3,2,187,15,1261,2,2
-1,0.90805968,1.060773058,1.584033889,1.300696298,0.890780211,0.61148239,11,10,995,13,20056,0,1
1,0.170413881,0.81712962,1.444435369,2.087944662,0.289722654,0.234518788,14,6,192,12,44964,2,1
-1,1.803159762,1.494051492,1.387819181,1.877995578,0.367504803,0.605394557,18,6,98,19,7885,0,1
-1,0.622054708,1.186574404,1.590198069,1.236156847,0.063113673,0.68555756,3,16,731,21,5019,0,1
1,1.725467231,1.824593881,1.043534003,0.438147308,0.52277027,0.745049132,16,5,465,16,31917,3,2
-1,1.157994551,1.498454294,1.307489862,1.386301999,0.137172113,0.669949265,6,15,906,15,38053,1,2
0,2.329775398,1.602679573,1.755824028,2.003349417,0.186599779,0.784718254,16,8,838,18,12604,0,0
-1,2.0342547,1.812543801,1.24624538,1.651927271,0.987514475,0.935375093,5,8,463,26,26929,1,2
-1,1.273307098,0.367259072,2.461814268,2.427380705,0.571194928,0.192101026,1,12,772,16,17565,0,1
1,1.156081194,1.572927522,0.708939646,0.899317519,0.561426165,0.267452415,14,4,142,28,16429,1,0
2,0.892961298,1.288359193,1.96803587,0.779777126,0.515490187,0.340526516,13,8,914,21,19539,2,0
0,1.279538684,0.685252998,1.58908735,0.59123967,0.073457892,0.415049225,17,7,280,18,48999,2,2
-1,1.359822252,1.047649348,1.44385971,0.49465464,0.394922589,0.328730857,2,7,417,22,5584,0,1
0,1.317653228,0.782596697,1.52943853,0.270630137,0.326094669,0.116825281,12,16,707,16,42995,0,0
0,1.578351928,0.925938777,1.234164721,2.145551063,0.650059745,0.794839292,9,20,800,12,5346,0,0
2,1.789260749,1.086229082,1.302523282,1.653853399,0.247180633,0.836037903,2,7,387,26,35951,2,0
1,1.674827228,1.004000838,1.565590615,1.47893128,0.948477367,0.050876209,5,11,950,27,12794,1,0
1,1.117928038,2.076881956,0.930657747,1.256431611,0.864553876,0.481935467,19,2,750,14,47163,2,1
0,0.781104263,0.972557353,2.125184929,1.549108551,0.506212327,0.944929871,15,13,235,18,21393,0,0
2,2.182265924,1.098792566,1.74314097,1.519357687,0.144693313,0.370711645,9,1,779,26,6489,2,0
-1,1.155275408,0.802109674,1.934470636,0.974665983,0.201385137,0.138237071,7,13,688,10,16204,1,2
0,1.1738532,1.577511144,2.047527658,1.756050397,0.393728289,0.543374311,9,11,778,23,26549,0,0
-1,1.239405344,1.474159975,1.335226229,1.531534053,0.113811573,0.202651831,8,5,434,21,49379,0,1
1,0.578465225,0.89799989,1.755456686,1.186663307,0.844674233,0.217968758,13,19,400,25,14680,1,0
0,1.261012998,0.662884511,1.347324227,0.770045777,0.109574435,0.237133999,14,16,456,29,14476,1,1
0,1.260172093,1.083013056,0.775106417,1.45503876,0.243061781,0.310493363,17,14,358,17,24534,0,0
1,1.810179149,0.834365993,1.693359769,1.001937082,0.470597859,0.782788552,5,1,293,29,7768,2,1
-2,1.849228575,1.50157365,1.409569734,1.444229104,0.99677827,0.039638528,7,6,420,15,44974,0,2
-1,1.501885445,0.245457603,1.707512369,1.198163868,0.401258571,0.02515457,18,11,377,14,5548,0,1
1,1.965924187,0.967765364,1.33152903,1.527727061,0.688069677,0.944977389,16,8,134,13,47111,1,0
-2,1.669982492,2.106350462,1.350219894,1.017309131,0.398412112,0.294821191,5,5,969,24,42454,0,2
0,1.492158944,1.486353444,2.04810022,2.037044092,0.923290034,0.902122883,19,17,165,17,14100,0,0
0,1.580464084,0.63463476,1.490948323,0.94910855,0.704385924,0.633821619,10,8,946,13,30704,0,0
0,1.404673253,1.093682967,1.139153918,1.933021948,0.886130414,0.870273904,13,8,566,29,48897,0,0
1,1.302575243,1.657093324,2.111622379,1.519076315,0.623753631,0.407930252,1,20,835,17,16284,1,0
0,1.366133232,1.714463213,1.531636976,2.071418971,0.071089183,0.2290806,9,15,105,27,32153,1,1
1,0.935994334,0.73317296,1.473987158,0.933113919,0.366595511,0.386263469,20,17,377,16,6073,1,0
1,1.640220853,1.684291861,1.442738086,1.690904728,0.274386424,0.346261404,9,5,57,14,18513,1,0
1,1.003438195,0.976587219,1.345268938,1.71019694,0.382526462,0.705699624,1,17,141,14,25376,1,0
-3,1.920815632,0.542235357,1.30394247,1.663874291,0.418047865,0.421618181,9,17,968,24,29535,0,3
1,1.37527071,1.683232883,1.87091025,0.732099202,0.444096149,0.511156706,6,10,737,12,11523,1,0
0,1.524747491,1.134703666,1.196795084,0.891912236,0.846340448,0.107225184,18,14,724,10,15183,2,2
0,1.746918388,1.129501293,1.373203084,1.203997906,0.652271353,0.043585439,7,1,334,21,9372,0,0
4,1.821657233,1.061102238,1.218987917,1.239118287,0.78747266,0.178490006,17,9,115,26,5203,4,0
2,0.714688296,1.296742754,0.740715779,1.448857832,0.542532008,0.619162596,14,20,827,17,35304,3,1
-2,1.396548162,1.339524699,1.327551645,1.045009567,0.911759446,0.280703688,5,5,295,12,16988,1,3
-1,1.940089456,0.658641216,1.347797272,0.308557886,0.977049545,0.195362722,13,3,365,24,33190,0,1
0,0.65094709,0.891381392,1.3957491,1.27536869,0.637832819,0.195521395,2,8,525,14,29603,0,0
1,1.693640238,0.746852993,1.1777485,1.661602892,0.234098925,0.650609808,16,8,219,25,27169,1,0
0,0.372217885,2.012473849,1.838695286,1.72020411,0.798218124,0.006013335,8,10,387,29,46653,1,1
3,0.988746578,0.788054849,1.688592372,-0.033622582,0.646542626,0.820070849,16,20,842,17,45733,3,0
0,1.519315276,1.528722436,0.298652382,1.404975285,0.079990045,0.263731815,12,14,200,26,17953,1,1
-1,0.671642449,1.866950968,0.606031635,1.43136042,0.75485954,0.754445861,3,7,477,25,46478,0,1
-1,1.007244631,0.830189245,2.208407249,1.670435656,0.445416518,0.305791649,4,16,216,12,1287,1,2
-1,0.764082496,1.217686993,0.627928881,0.973327683,0.005765588,0.826649359,15,5,458,16,14098,0,1
-1,2.324067466,0.720967501,1.204534981,0.869154549,0.96108985,0.647298915,12,3,544,26,24528,0,1
-2,1.582113878,1.145933705,1.173121025,2.493294346,0.998855102,0.241003533,19,9,940,20,3821,1,3
-2,1.783645139,0.937309707,1.08332133,1.794297333,0.612946682,0.477153764,1,11,811,27,31298,0,2
-2,1.38866245,1.619999973,1.047814097,2.249793044,0.609199377,0.424352994,12,6,745,11,5688,0,2
-1,1.323284126,0.889830598,0.703288559,1.849352169,0.964605797,0.596689036,3,12,897,20,10566,1,2
1,0.691762906,1.132356835,1.744178183,0.753139618,0.944645833,0.512207068,5,3,672,25,48427,1,0
0,1.354081319,2.128940573,1.989837189,0.739904888,0.468533951,0.912388279,20,13,933,21,30963,0,0
0,1.119253894,0.700931166,0.897081887,1.236542088,0.140204526,0.083758056,6,15,110,15,29332,1,1
0,1.928961962,1.860339069,1.615143702,1.10762064,0.24585184,0.486537997,16,6,170,19,2452,1,1
2,2.070550933,1.19367992,0.571852475,1.985348596,0.928843006,0.372855007,3,12,651,27,45172,3,1
1,2.233289358,1.478491964,1.179345531,1.244011446,0.392748761,0.932720965,1,7,741,23,5026,1,0
1,1.92627597,1.136487606,0.738049522,0.993303559,0.873178879,0.072420023,4,4,61,20,33440,2,1
0,1.200673032,1.444021728,0.878285907,2.515890705,0.832928738,0.670621324,15,16,885,17,4659,1,1
-1,0.942051507,1.478715132,0.994440562,1.367165879,0.911210705,0.245105837,10,7,861,10,37761,2,3
2,1.883331591,0.972616507,1.139289246,0.760279583,0.338332299,0.902289519,9,16,136,23,3530,3,1
-3,1.678146409,0.896366377,2.19533231,1.756093637,0.591580306,0.437746732,9,13,768,24,40074,1,4
0,0.615730775,0.666284578,1.15230684,1.741396468,0.34769933,0.547000062,14,14,834,28,10416,1,1
-1,1.677740896,0.948847208,0.750195602,0.90752442,0.75188492,0.013690572,13,19,416,26,10812,2,3
0,1.907259911,0.957135777,1.285999373,1.520484552,0.410452067,0.188409877,5,8,69,25,37104,0,0
1,1.529462795,1.154039131,2.059795329,2.118081631,0.576591523,0.453172905,9,13,585,23,27796,2,1
1,1.407473164,0.718820015,1.519288496,1.839775301,0.17176031,0.47496255,3,8,578,24,36678,1,0
0,1.096175756,1.198235205,1.264219499,1.349411019,0.950723722,0.700607827,4,13,338,23,7679,0,0
-2,0.77673265,1.162053309,0.689216489,1.224140063,0.194537457,0.697758301,15,5,622,15,48723,0,2
1,1.900148975,1.246663086,0.722448388,0.734436599,0.069458245,0.688867312,10,19,110,28,30474,2,1
-1,1.345442778,1.814065018,1.043698461,1.41993822,0.652493,0.108629615,3,14,147,28,38046,0,1
-2,1.383266669,1.191072325,1.553991479,0.13010641,0.791708292,0.789283249,14,6,444,12,44803,1,3
4,2.366360593,0.963977529,0.500606499,1.662006175,0.201663969,0.923417765,14,2,680,26,22986,5,1
-1,1.842250553,1.310706985,1.620353856,0.834074251,0.737611865,0.773985035,12,20,695,15,40849,0,1
4,1.685412501,1.923430234,1.913203965,1.486823504,0.530378083,0.86705759,7,4,306,16,3133,4,0
-1,1.571030903,1.4153001,1.023935654,2.575001635,0.450187879,0.952315434,16,9,50,24,6781,0,1
4,2.25999743,1.733866576,1.569157725,0.889464474,0.636325422,0.91555191,20,19,728,21,20615,6,2
0,2.359794654,0.387953391,1.778263633,0.94930719,0.05789736,0.499994047,11,19,608,27,18447,0,0
1,1.964752556,0.606357067,0.724875008,2.042170984,0.961780137,0.400616745,2,10,652,22,41967,1,0
1,1.791112296,0.646826277,1.529852373,1.497584671,0.133020216,0.232495165,5,11,132,22,39916,1,0
-1,0.452698464,1.794664133,1.463024436,1.546112059,0.873878095,0.167225411,15,20,560,21,24493,0,1
0,1.561860957,0.529501389,0.022273439,0.940458537,0.630618943,0.989352486,5,13,869,14,14206,1,1
0,1.434946523,1.575376246,1.326957752,2.096033058,0.72507663,0.978412946,16,14,676,25,31672,0,0
0,1.546976615,1.307229884,1.798074333,1.596487342,0.666550664,0.446044428,15,12,635,27,10853,0,0
0,1.971523044,1.358435385,0.105277008,1.286467141,0.269402713,0.772444754,13,8,61,28,9603,3,3
2,0.130161416,1.826134518,1.147916765,1.388927898,0.180501001,0.371964704,4,10,431,27,18812,2,0
0,1.215343973,1.682219323,1.165813437,1.653095633,0.908873414,0.232303665,3,11,472,21,28730,0,0
0,1.634952177,2.265176195,0.854715082,1.02788132,0.373521895,0.23577329,2,4,491,17,49452,1,1
1,1.266577227,0.818384983,1.252763728,1.217148042,0.552899738,0.103229781,9,8,225,27,35922,1,0
-2,0.791546943,2.097780387,1.5802867,1.052366728,0.186945456,0.396325513,12,7,757,23,35027,0,2
-2,1.934481743,1.025690625,1.671549261,1.731054478,0.392091966,0.058374065,18,11,137,15,40813,0,2
0,1.638435953,1.007026659,0.991489321,1.341985877,0.738737418,0.034459488,15,19,609,13,18076,0,0
0,1.014447715,1.341259235,2.030938747,1.921350932,0.955434322,0.106496447,3,20,164,16,2657,0,0
0,1.657408602,0.654756965,1.055164949,1.199018265,0.108069592,0.34125867,5,19,866,29,33769,2,2
-1,1.910792856,1.323988951,0.461249985,1.599724994,0.581476789,0.8889569,3,11,694,17,10195,0,1
3,1.502646323,1.049509096,1.763833431,1.963975223,0.229931256,0.489775292,10,5,877,13,23692,3,0
1,1.900282402,1.42430175,1.132485385,1.466137789,0.840211605,0.032487352,16,9,984,28,15278,1,0
-1,1.539130088,1.677579619,1.156078236,1.441205116,0.228361078,0.868803313,1,7,115,27,6706,0,1
-1,1.302385509,1.92841088,1.424988027,1.473656209,0.953609502,0.797663543,20,2,136,29,6547,0,1
-2,0.920289742,0.876016211,0.883160036,1.77627425,0.045482473,0.145765929,12,17,634,13,17652,0,2
-2,1.457034617,1.014324679,1.834785373,2.095973151,0.103564586,0.001332615,11,5,464,14,5733,0,2
0,1.597146469,1.708410483,0.862012029,1.866292223,0.190252277,0.036241228,10,8,617,23,38718,0,0
0,1.937916381,1.800459682,1.740245703,1.291781995,0.551383611,0.275318573,18,4,169,14,45525,1,1
1,1.442446266,1.740048557,1.079310398,0.365695057,0.347521959,0.540385546,18,2,958,10,47972,2,1
1,1.728707803,1.002925785,0.576144265,1.203753027,0.541372286,0.004233547,20,12,972,20,49228,2,1
0,1.017693993,1.149005249,1.460355923,1.260964305,0.689246471,0.597508858,8,16,887,17,19060,0,0
1,1.108685422,0.013438654,0.966994178,1.405079635,0.1810509,0.338832954,9,16,607,22,14419,1,0
0,1.44480535,1.023795222,1.298010112,1.717917531,0.841351613,0.191156558,20,16,124,16,17348,2,2
0,0.972685768,0.664402415,1.429802411,0.684345443,0.792413084,0.779352106,14,8,134,11,39434,0,0
-1,1.910123919,1.477691549,0.600573396,0.804468761,0.55392555,0.641761975,19,5,574,10,39747,2,3
1,1.731565165,0.345466454,1.310863353,0.274127056,0.859021234,0.087601277,14,3,948,15,29394,1,0
1,1.639547882,0.856401067,1.141708835,1.487262704,0.640656577,0.637345048,14,2,632,26,25694,1,0
-3,1.669452063,1.231182049,2.005229895,1.911149293,0.936702602,0.834897539,8,9,888,25,38015,0,3
2,2.510521781,1.220418966,0.870516984,2.233529664,0.71112847,0.893381358,6,15,721,10,1554,2,0
-2,1.265567906,1.418438389,1.491152224,1.662471748,0.092308721,0.024031543,15,20,991,14,26672,0,2
1,0.399279357,0.726297659,1.5558663,1.30924187,0.534426792,0.263924863,18,19,769,15,10071,2,1
1,1.599650098,1.850065134,1.589951999,2.310704505,0.550908757,0.19764845,10,2,858,20,5523,2,1
2,1.47469823,1.779385936,0.901739636,0.679670967,0.235101914,0.693167118,5,5,920,19,1007,2,0
0,1.241240479,1.449428617,0.760293151,0.904040338,0.466738298,0.258043433,7,16,442,29,20710,0,0
1,1.01058507,1.314054406,1.026965233,1.134461979,0.040632212,0.376050866,4,17,127,14,33509,1,0
0,1.280405239,0.894903169,0.580038476,1.545984202,0.285401467,0.914786408,17,18,864,18,48457,0,0
0,1.590669215,0.287897477,1.768670495,0.58433824,0.339301737,0.600657993,9,10,109,26,16495,1,1
2,1.24859165,1.177948926,0.987546726,1.575565817,0.572623175,0.586033868,5,20,653,14,1682,2,0
0,2.70622684,2.424088334,0.933669539,0.934505279,0.236885015,0.614020999,17,13,130,29,33847,2,2
-1,1.019747809,1.66650577,2.167642337,1.998743976,0.978512533,0.824378253,11,8,876,21,14518,1,2
