Publico Presente,Time da Casa,Time Visitante,Dia da Semana,Posicao do Time da Casa no Campeonato,Posicao do Time Visitante no Campeonato,Popularidade do Time da Casa,Popularidade do Time Visitante,Importancia do Jogo,Cor do Uniforme da Casa,Cor do Uniforme Visitante,Distancia entre Cidades (km),Previsao do Tempo,Dia Nacional
-5574,Team C,Team C,Friday,7,12,7.3,4.9,High,Azul,Amarelo,478,Neve,Nao
28321,Team D,Team B,Friday,16,16,4,7.5,High,Amarelo,Azul,237,Nublado,Nao
21558,Team D,Team A,Saturday,11,9,3.2,9.9,Medium,Branco,Branco,324,Chuvoso,Nao
42783,Team C,Team C,Monday,19,17,8.8,2.1,Medium,Branco,Amarelo,973,Ensolarado,Sim
3304,Team D,Team A,Monday,10,1,8.5,2.8,Low,Amarelo,Verde,502,Nublado,Nao
44102,Team B,Team A,Monday,10,8,7.8,6.2,Medium,Azul,Branco,338,Chuvoso,Nao
15055,Team B,Team B,Thursday,8,12,7.7,6.3,Medium,Verde,Branco,192,Nublado,Sim
15259,Team B,Team C,Tuesday,2,2,1.2,6.1,High,Vermelho,Vermelho,781,Nublado,Nao
16038,Team D,Team D,Wednesday,6,2,5.2,7.9,Low,Verde,Vermelho,824,Nublado,Sim
29708,Team C,Team D,Monday,10,16,6.1,8.2,Low,Vermelho,Amarelo,324,Ensolarado,Sim
-1865,Team A,Team A,Sunday,6,16,5.1,3.8,Medium,Azul,Vermelho,322,Chuvoso,Nao
3107,Team A,Team B,Monday,16,15,2.7,1.4,High,Vermelho,Branco,371,Nublado,Nao
25766,Team B,Team D,Saturday,16,13,7.2,8,Low,Amarelo,Amarelo,129,Neve,Nao
12859,Team A,Team D,Thursday,15,5,7.9,2.6,Medium,Vermelho,Vermelho,625,Nublado,Nao
18228,Team D,Team C,Saturday,20,2,7.2,5.1,Low,Azul,Verde,808,Chuvoso,Sim
8595,Team C,Team B,Wednesday,12,20,2.8,9.7,High,Branco,Amarelo,338,Ensolarado,Sim
3641,Team D,Team A,Friday,9,17,3,4,Medium,Verde,Vermelho,559,Neve,Nao
29516,Team D,Team D,Saturday,14,19,5.1,2.9,High,Amarelo,Vermelho,87,Neve,Nao
18501,Team C,Team C,Monday,19,19,7.5,7.7,Low,Azul,Vermelho,362,Chuvoso,Nao
21356,Team A,Team C,Friday,12,13,6.5,4.4,Low,Amarelo,Azul,777,Chuvoso,Sim
12863,Team C,Team C,Monday,7,17,5.5,3.6,Low,Branco,Amarelo,338,Nublado,Sim
25877,Team D,Team C,Tuesday,19,1,1.3,3.8,Medium,Amarelo,Branco,568,Chuvoso,Sim
52549,Team C,Team C,Sunday,20,16,2.9,8.9,High,Verde,Branco,384,Chuvoso,Nao
25219,Team C,Team B,Monday,10,5,4.6,7,Low,Branco,Branco,202,Nublado,Nao
19896,Team B,Team C,Monday,20,9,1.8,7.7,Medium,Vermelho,Azul,548,Ensolarado,Sim
6902,Team B,Team B,Saturday,2,12,9,5.3,Low,Azul,Amarelo,656,Nublado,Nao
40169,Team D,Team C,Monday,3,17,3.3,2.8,Medium,Verde,Verde,259,Neve,Nao
57716,Team D,Team A,Thursday,13,17,2.9,6,Medium,Azul,Verde,438,Ensolarado,Nao
32822,Team A,Team B,Thursday,10,17,5.8,2.5,High,Vermelho,Verde,161,Nublado,Nao
41501,Team D,Team A,Monday,4,20,3.3,7.4,Medium,Vermelho,Vermelho,563,Nublado,Nao
38934,Team A,Team D,Thursday,17,18,1.1,4.9,Low,Vermelho,Branco,369,Ensolarado,Nao
4717,Team A,Team B,Thursday,15,18,4.6,9.4,Medium,Amarelo,Vermelho,130,Nublado,Nao
18874,Team C,Team C,Wednesday,14,7,7.9,6.2,High,Azul,Verde,878,Neve,Nao
45688,Team C,Team C,Monday,17,20,4.9,7.3,High,Branco,Verde,469,Chuvoso,Sim
13950,Team D,Team B,Sunday,15,2,6.3,5.6,Medium,Vermelho,Branco,900,Neve,Nao
27657,Team B,Team D,Thursday,20,7,4.5,6.7,High,Vermelho,Amarelo,849,Neve,Sim
11873,Team B,Team C,Friday,20,14,2.2,7.1,Low,Amarelo,Azul,599,Ensolarado,Nao
23278,Team A,Team B,Friday,2,2,3.4,5.6,Low,Vermelho,Verde,572,Chuvoso,Nao
5796,Team D,Team B,Wednesday,17,18,8.3,4.9,Medium,Vermelho,Azul,146,Chuvoso,Sim
20003,Team A,Team C,Saturday,9,10,6.8,2.1,Low,Verde,Amarelo,100,Ensolarado,Nao
52323,Team C,Team C,Tuesday,3,19,6.2,3.2,High,Branco,Amarelo,716,Neve,Sim
-3365,Team D,Team D,Friday,16,18,9.3,8.2,Low,Verde,Verde,795,Neve,Nao
-7153,Team D,Team C,Wednesday,17,7,7.4,9,Low,Azul,Azul,265,Nublado,Nao
-3188,Team B,Team B,Saturday,17,8,3.8,10,Medium,Amarelo,Azul,901,Ensolarado,Sim
33716,Team D,Team A,Thursday,12,9,8.6,9.8,Medium,Amarelo,Azul,810,Nublado,Sim
59195,Team B,Team B,Tuesday,6,13,7.6,6.7,High,Azul,Branco,164,Nublado,Nao
55701,Team D,Team B,Tuesday,16,6,4.3,5.2,Medium,Branco,Branco,597,Chuvoso,Sim
44349,Team C,Team D,Tuesday,14,4,10,6.5,High,Branco,Verde,750,Chuvoso,Nao
42170,Team A,Team C,Saturday,8,16,1.3,9.8,High,Branco,Azul,199,Chuvoso,Sim
21954,Team B,Team C,Friday,11,11,3.3,8.6,High,Amarelo,Vermelho,222,Neve,Sim
50177,Team B,Team D,Tuesday,2,2,8.1,3,Medium,Azul,Vermelho,283,Ensolarado,Nao
18520,Team D,Team C,Monday,7,8,9.1,2.8,Medium,Azul,Branco,583,Nublado,Nao
37461,Team D,Team A,Thursday,5,7,4.9,6.6,Low,Azul,Vermelho,321,Chuvoso,Sim
13349,Team D,Team A,Thursday,4,3,3.9,1.8,Medium,Azul,Verde,105,Ensolarado,Nao
12762,Team B,Team B,Saturday,6,15,8.7,1,High,Amarelo,Verde,75,Ensolarado,Nao
31662,Team B,Team B,Sunday,5,13,7.3,3.8,Low,Verde,Vermelho,795,Chuvoso,Sim
34251,Team B,Team B,Tuesday,2,8,4.3,5.4,Low,Azul,Vermelho,575,Ensolarado,Nao
17519,Team D,Team D,Tuesday,14,11,8.5,6.1,High,Amarelo,Branco,73,Neve,Nao
7751,Team D,Team A,Tuesday,9,19,9.3,9.4,Medium,Verde,Verde,208,Ensolarado,Sim
33976,Team C,Team A,Sunday,5,3,5.3,3.4,Medium,Amarelo,Verde,263,Nublado,Nao
19158,Team C,Team B,Thursday,9,20,4.3,10,Low,Branco,Amarelo,195,Ensolarado,Nao
-141,Team C,Team D,Tuesday,6,1,5.1,8.4,Medium,Amarelo,Amarelo,142,Chuvoso,Nao
37544,Team A,Team B,Tuesday,18,17,7.1,9.7,High,Azul,Verde,92,Neve,Sim
30699,Team D,Team C,Thursday,12,8,6.8,9,Medium,Verde,Vermelho,275,Neve,Sim
13013,Team D,Team A,Wednesday,6,6,5.9,9.8,Low,Vermelho,Vermelho,494,Neve,Sim
1332,Team B,Team B,Sunday,16,9,8,2.3,High,Azul,Verde,719,Nublado,Sim
24207,Team C,Team D,Thursday,4,4,2.1,9.1,High,Verde,Verde,854,Neve,Nao
27641,Team D,Team B,Wednesday,2,11,4.2,4.8,Low,Azul,Verde,329,Chuvoso,Nao
31986,Team B,Team A,Friday,5,16,2,1.9,Medium,Branco,Verde,279,Chuvoso,Sim
27207,Team D,Team C,Friday,3,2,5.6,8.2,Low,Azul,Azul,534,Neve,Sim
32617,Team D,Team C,Wednesday,13,4,3.1,7.6,Low,Azul,Branco,479,Neve,Nao
12395,Team B,Team A,Thursday,12,14,8.9,5.9,Medium,Verde,Branco,870,Ensolarado,Sim
25066,Team B,Team B,Sunday,2,9,9.9,8.6,High,Vermelho,Vermelho,491,Neve,Sim
23740,Team B,Team A,Monday,2,5,9.1,9,Low,Amarelo,Verde,659,Neve,Sim
11342,Team A,Team D,Thursday,7,12,7.5,8.2,High,Vermelho,Branco,843,Nublado,Sim
36346,Team C,Team D,Thursday,3,18,6.5,6.2,High,Vermelho,Verde,81,Ensolarado,Sim
22745,Team C,Team B,Wednesday,9,10,4.1,3.1,High,Verde,Verde,620,Ensolarado,Sim
46788,Team A,Team A,Sunday,9,13,3.9,3.5,High,Azul,Azul,303,Nublado,Sim
20563,Team B,Team D,Saturday,7,3,4.7,5.4,High,Verde,Amarelo,211,Neve,Sim
16333,Team B,Team C,Monday,1,15,2,8.9,High,Verde,Vermelho,50,Ensolarado,Sim
58010,Team A,Team B,Monday,14,7,8.1,6.1,Low,Branco,Amarelo,753,Ensolarado,Nao
-2690,Team D,Team D,Friday,4,4,5.9,8.5,Medium,Vermelho,Branco,214,Nublado,Sim
4878,Team A,Team B,Monday,8,6,6.6,1.7,Medium,Branco,Branco,379,Chuvoso,Nao
33220,Team A,Team C,Wednesday,17,10,9.1,7.3,Low,Amarelo,Branco,892,Nublado,Nao
-13959,Team D,Team C,Wednesday,10,1,8.3,8.6,High,Vermelho,Azul,982,Nublado,Nao
28420,Team C,Team C,Monday,14,5,4.5,9.2,High,Branco,Branco,930,Nublado,Nao
48238,Team B,Team B,Monday,17,5,9.9,9.2,Medium,Verde,Vermelho,295,Chuvoso,Sim
10603,Team C,Team C,Thursday,16,4,1.3,7.4,Medium,Verde,Amarelo,370,Neve,Nao
48393,Team B,Team D,Wednesday,6,10,9.9,2.7,Medium,Branco,Azul,689,Nublado,Nao
53851,Team C,Team C,Tuesday,20,14,4.6,7.2,Medium,Azul,Verde,625,Ensolarado,Nao
49577,Team A,Team D,Sunday,12,3,9.3,8.8,Low,Branco,Branco,97,Neve,Nao
51393,Team C,Team B,Thursday,17,19,1.5,7.8,Medium,Azul,Vermelho,908,Chuvoso,Nao
49673,Team A,Team C,Sunday,11,15,2.7,5.4,Medium,Vermelho,Amarelo,417,Chuvoso,Sim
33022,Team B,Team A,Wednesday,5,19,5.2,5.5,Low,Verde,Vermelho,410,Chuvoso,Nao
18546,Team B,Team D,Wednesday,14,18,2.3,4.5,Low,Verde,Vermelho,962,Neve,Nao
37080,Team B,Team D,Friday,5,6,2.7,6.6,Medium,Vermelho,Azul,274,Chuvoso,Sim
25557,Team A,Team A,Saturday,12,16,4.1,3.2,High,Branco,Amarelo,54,Nublado,Sim
17539,Team D,Team D,Thursday,20,6,6.5,2.8,Medium,Vermelho,Azul,347,Ensolarado,Sim
42945,Team A,Team A,Sunday,11,7,2.6,9.7,Medium,Verde,Verde,189,Neve,Nao
15012,Team D,Team D,Wednesday,11,17,6.9,8.7,High,Vermelho,Branco,222,Nublado,Sim
10122,Team A,Team C,Sunday,3,17,9.1,7.6,High,Verde,Azul,69,Ensolarado,Nao
13832,Team A,Team B,Thursday,6,6,7.9,8.1,High,Verde,Amarelo,247,Chuvoso,Sim
-227,Team A,Team C,Wednesday,14,6,2.9,1.1,Medium,Vermelho,Verde,132,Neve,Sim
14585,Team A,Team D,Wednesday,9,3,4.6,9.4,High,Branco,Vermelho,270,Nublado,Sim
3368,Team B,Team A,Tuesday,3,19,8,6.1,High,Azul,Amarelo,204,Neve,Nao
29942,Team D,Team C,Friday,5,20,9.9,7.5,Medium,Amarelo,Vermelho,117,Neve,Sim
41097,Team D,Team C,Thursday,14,8,1.2,9.1,Low,Amarelo,Amarelo,801,Nublado,Sim
20444,Team A,Team B,Wednesday,1,15,9.3,3,Medium,Vermelho,Vermelho,426,Neve,Nao
1406,Team D,Team A,Thursday,12,10,1.1,8.4,Low,Azul,Vermelho,72,Neve,Nao
32975,Team C,Team A,Thursday,4,15,7.6,6.7,Low,Branco,Vermelho,881,Chuvoso,Nao
17617,Team C,Team A,Monday,11,1,9.8,5.6,Low,Vermelho,Verde,578,Ensolarado,Nao
23187,Team B,Team D,Sunday,13,12,2.5,5,Medium,Vermelho,Azul,772,Neve,Nao
36981,Team B,Team C,Thursday,2,10,1.5,4.7,Low,Vermelho,Verde,193,Nublado,Nao
14416,Team B,Team A,Monday,16,20,3.7,8.7,High,Vermelho,Verde,356,Ensolarado,Sim
41318,Team C,Team C,Thursday,4,12,9.9,3.1,Low,Branco,Amarelo,768,Nublado,Nao
45235,Team B,Team A,Thursday,18,3,5.5,8.5,Medium,Amarelo,Amarelo,861,Ensolarado,Nao
17102,Team B,Team B,Monday,2,4,4.1,9.7,Medium,Amarelo,Amarelo,825,Nublado,Nao
33899,Team A,Team A,Friday,5,13,9.5,4.4,High,Azul,Verde,670,Ensolarado,Nao
-939,Team B,Team A,Sunday,9,19,4.5,9.7,Medium,Amarelo,Azul,418,Nublado,Nao
15349,Team C,Team B,Sunday,10,8,9.5,5.9,High,Vermelho,Vermelho,87,Chuvoso,Nao
23455,Team B,Team C,Thursday,2,2,1.9,8.4,High,Verde,Branco,554,Ensolarado,Nao
47823,Team B,Team A,Sunday,16,8,8.3,8.3,Medium,Branco,Verde,953,Neve,Sim
15654,Team A,Team A,Wednesday,7,15,5.6,1.2,High,Azul,Amarelo,294,Chuvoso,Sim
35931,Team A,Team B,Friday,12,1,5.4,3.2,Low,Amarelo,Branco,289,Neve,Nao
34003,Team B,Team D,Sunday,4,8,4.7,1.9,Low,Vermelho,Azul,205,Nublado,Sim
22251,Team B,Team D,Tuesday,5,2,3.7,3.9,Low,Vermelho,Verde,88,Nublado,Sim
21809,Team C,Team B,Thursday,2,11,1.6,9.5,Medium,Azul,Amarelo,590,Ensolarado,Sim
29346,Team D,Team C,Tuesday,12,8,7,3.1,Low,Vermelho,Verde,383,Nublado,Nao
38080,Team D,Team B,Friday,6,18,5.5,9.4,Medium,Amarelo,Verde,301,Nublado,Nao
21931,Team B,Team A,Wednesday,20,3,6,9.7,Low,Vermelho,Branco,53,Ensolarado,Sim
15263,Team D,Team A,Sunday,6,5,8.2,9.1,Low,Verde,Azul,480,Ensolarado,Nao
4485,Team D,Team C,Thursday,7,11,4.4,1.7,High,Azul,Branco,890,Ensolarado,Nao
31707,Team D,Team B,Monday,3,16,5.9,7,Low,Verde,Vermelho,899,Nublado,Sim
59876,Team C,Team C,Tuesday,2,7,3.3,8.6,High,Azul,Branco,412,Ensolarado,Sim
34331,Team C,Team B,Monday,2,14,9.8,5.6,Low,Azul,Branco,683,Neve,Sim
22541,Team B,Team A,Sunday,14,9,1.7,5.7,High,Branco,Azul,189,Ensolarado,Sim
40163,Team C,Team A,Friday,13,9,5.6,2.2,Medium,Vermelho,Verde,847,Ensolarado,Sim
8681,Team D,Team C,Thursday,12,6,2.3,6.9,High,Branco,Verde,747,Chuvoso,Nao
24273,Team C,Team B,Thursday,20,10,9.6,5.3,Medium,Branco,Vermelho,446,Chuvoso,Sim
45060,Team A,Team A,Saturday,20,18,3.7,5.6,Low,Azul,Vermelho,937,Nublado,Sim
45255,Team D,Team A,Tuesday,1,11,1.6,4.3,High,Branco,Vermelho,404,Ensolarado,Sim
51276,Team D,Team B,Tuesday,18,16,6.3,6,High,Azul,Branco,572,Neve,Nao
22403,Team B,Team C,Sunday,12,8,4.8,9.5,High,Verde,Branco,187,Ensolarado,Sim
39374,Team B,Team C,Wednesday,17,5,3.3,4.3,Low,Azul,Amarelo,326,Chuvoso,Sim
32731,Team B,Team C,Friday,2,9,4,4.4,Low,Azul,Branco,801,Neve,Nao
15147,Team C,Team D,Tuesday,10,13,2.8,2.9,High,Azul,Amarelo,501,Ensolarado,Sim
36054,Team B,Team C,Monday,20,20,2.1,7.3,Low,Azul,Amarelo,991,Ensolarado,Nao
31626,Team B,Team C,Saturday,4,6,8.5,4.1,Low,Azul,Amarelo,902,Neve,Nao
-2887,Team B,Team A,Sunday,3,9,7.4,8.3,High,Vermelho,Branco,424,Ensolarado,Nao
29740,Team C,Team B,Saturday,7,9,2.7,3.2,High,Verde,Branco,840,Neve,Sim
29947,Team A,Team C,Monday,20,18,6.8,6.1,High,Azul,Branco,972,Ensolarado,Nao
-5233,Team D,Team D,Thursday,10,14,6.6,7.7,High,Verde,Branco,304,Ensolarado,Nao
21018,Team B,Team A,Friday,1,11,5.8,4.9,Medium,Vermelho,Azul,160,Chuvoso,Sim
14287,Team A,Team C,Saturday,16,14,5.7,4.1,Low,Vermelho,Vermelho,402,Neve,Nao
10899,Team D,Team C,Wednesday,16,4,9.7,1.8,Low,Amarelo,Vermelho,453,Ensolarado,Sim
46018,Team B,Team D,Saturday,8,13,10,5,High,Verde,Verde,932,Nublado,Nao
10342,Team B,Team D,Sunday,7,8,1.5,7.2,Low,Amarelo,Verde,572,Chuvoso,Sim
26535,Team C,Team A,Wednesday,20,11,6.2,6.9,Low,Amarelo,Vermelho,878,Nublado,Nao
-687,Team A,Team D,Wednesday,19,19,4.6,5.2,Low,Vermelho,Amarelo,590,Ensolarado,Nao
36675,Team C,Team C,Tuesday,7,20,3,5.3,High,Amarelo,Amarelo,908,Ensolarado,Nao
-8858,Team D,Team B,Friday,2,19,6,7.5,Low,Azul,Branco,91,Neve,Nao
8818,Team A,Team D,Saturday,9,1,5.7,5.5,Low,Azul,Azul,788,Neve,Sim
1766,Team C,Team C,Friday,3,4,1.9,9,High,Vermelho,Verde,847,Nublado,Sim
46841,Team A,Team A,Monday,18,19,6.3,6.2,Low,Amarelo,Branco,666,Nublado,Nao
17775,Team C,Team B,Wednesday,9,4,7.4,9.7,Medium,Vermelho,Branco,73,Ensolarado,Nao
-607,Team A,Team A,Monday,1,20,6.4,9,High,Branco,Verde,697,Neve,Sim
55840,Team A,Team C,Saturday,19,13,8.9,1.8,High,Amarelo,Verde,845,Chuvoso,Nao
-2673,Team D,Team B,Tuesday,1,19,1.1,9.3,High,Azul,Branco,490,Nublado,Sim
12777,Team D,Team A,Thursday,4,2,9,1.8,Medium,Vermelho,Vermelho,380,Nublado,Nao
35448,Team D,Team C,Wednesday,1,4,5.5,5.4,Low,Azul,Verde,432,Ensolarado,Nao
50282,Team A,Team A,Monday,7,9,1.5,8.9,Low,Vermelho,Azul,570,Chuvoso,Sim
21541,Team A,Team D,Friday,15,20,4.9,3,High,Azul,Branco,372,Neve,Nao
12603,Team D,Team C,Monday,4,20,6.9,3,Medium,Verde,Azul,550,Neve,Sim
15356,Team B,Team B,Tuesday,17,13,1.3,9.4,Low,Vermelho,Branco,663,Neve,Sim
10798,Team D,Team C,Wednesday,15,15,1,8.2,High,Amarelo,Vermelho,676,Neve,Nao
10178,Team C,Team B,Saturday,19,5,5.2,5.1,High,Amarelo,Vermelho,805,Ensolarado,Nao
47218,Team D,Team D,Sunday,8,13,1.9,6.2,Low,Verde,Branco,485,Chuvoso,Sim
35610,Team A,Team A,Thursday,4,17,1.3,6.1,High,Branco,Branco,208,Ensolarado,Nao
50012,Team D,Team B,Tuesday,13,10,7.7,6.4,High,Azul,Vermelho,961,Neve,Sim
18553,Team A,Team A,Friday,12,6,3.8,4.8,Medium,Amarelo,Azul,736,Neve,Nao
41068,Team D,Team C,Tuesday,10,7,4.2,4.1,Medium,Vermelho,Amarelo,734,Neve,Sim
52362,Team D,Team C,Monday,3,9,2.5,7.7,Low,Vermelho,Verde,719,Neve,Nao
30269,Team B,Team B,Sunday,18,4,4.8,4.7,Medium,Amarelo,Branco,433,Chuvoso,Nao
33158,Team C,Team D,Tuesday,7,16,9.9,3,Medium,Amarelo,Vermelho,956,Ensolarado,Nao
40079,Team B,Team C,Sunday,18,10,1.2,4.7,High,Branco,Verde,286,Chuvoso,Sim
-1643,Team A,Team A,Sunday,7,4,8.2,3.6,Medium,Vermelho,Branco,731,Chuvoso,Nao
33700,Team A,Team C,Wednesday,14,14,1.4,10,Medium,Azul,Branco,782,Ensolarado,Sim
5920,Team D,Team C,Saturday,20,9,1.1,6.9,Low,Vermelho,Branco,336,Nublado,Nao
26733,Team A,Team D,Monday,20,5,3.9,6.9,High,Amarelo,Azul,745,Chuvoso,Nao
40264,Team D,Team A,Monday,7,8,1.8,1,Medium,Vermelho,Branco,256,Ensolarado,Sim
13383,Team A,Team B,Wednesday,5,11,3.4,5.9,Medium,Amarelo,Vermelho,960,Nublado,Sim
31241,Team A,Team C,Monday,2,3,4.2,7.5,Low,Amarelo,Amarelo,536,Chuvoso,Sim
23931,Team B,Team C,Monday,16,16,9.7,9.2,Medium,Amarelo,Vermelho,445,Chuvoso,Nao
35913,Team A,Team C,Thursday,10,15,7.8,9.7,Medium,Amarelo,Vermelho,534,Neve,Sim
47144,Team C,Team D,Friday,17,6,5.3,7.2,High,Branco,Vermelho,55,Nublado,Nao
45680,Team C,Team C,Tuesday,4,9,8.5,6.2,Medium,Branco,Branco,293,Chuvoso,Sim
24943,Team C,Team C,Sunday,18,5,7.3,9.6,High,Vermelho,Azul,664,Nublado,Nao
8530,Team A,Team B,Saturday,14,8,9.7,6.4,Medium,Vermelho,Vermelho,712,Nublado,Sim
20576,Team A,Team B,Thursday,6,13,3.3,9.9,High,Amarelo,Azul,503,Neve,Nao
45194,Team C,Team A,Sunday,2,1,7.5,9.7,High,Amarelo,Amarelo,275,Chuvoso,Sim
26002,Team A,Team B,Friday,11,7,3.7,6.5,Low,Amarelo,Verde,730,Chuvoso,Nao
-5431,Team C,Team A,Thursday,1,9,3.1,2.7,High,Amarelo,Verde,556,Nublado,Nao
37192,Team D,Team B,Sunday,2,4,7.7,3.2,Medium,Azul,Vermelho,457,Chuvoso,Nao
50018,Team C,Team A,Thursday,19,8,6.5,3,Medium,Amarelo,Branco,153,Chuvoso,Nao
1567,Team D,Team A,Tuesday,3,3,7.7,8.4,Low,Verde,Verde,507,Nublado,Nao
3868,Team D,Team C,Monday,14,8,6.2,2.4,High,Branco,Amarelo,372,Neve,Sim
44497,Team A,Team D,Tuesday,4,17,2,1,Medium,Azul,Branco,871,Nublado,Nao
21111,Team B,Team A,Friday,20,19,6.4,1.9,Medium,Branco,Azul,200,Neve,Nao
9695,Team B,Team D,Wednesday,19,17,8.9,6,Medium,Verde,Vermelho,228,Ensolarado,Sim
15761,Team B,Team C,Sunday,11,2,4,6.8,High,Vermelho,Vermelho,179,Neve,Nao
31073,Team A,Team A,Tuesday,19,11,7.3,9.1,Low,Azul,Amarelo,148,Chuvoso,Sim
32031,Team A,Team A,Tuesday,9,3,9.7,6.1,High,Verde,Azul,458,Neve,Nao
-3541,Team D,Team D,Friday,5,1,1.2,4,Low,Branco,Vermelho,722,Chuvoso,Sim
9173,Team D,Team C,Monday,13,15,8.3,3.4,Medium,Vermelho,Verde,857,Ensolarado,Nao
4261,Team B,Team D,Wednesday,18,16,3.6,9.5,High,Verde,Branco,328,Nublado,Nao
46509,Team D,Team D,Wednesday,20,7,8.8,7.2,Medium,Amarelo,Azul,634,Ensolarado,Nao
4123,Team A,Team B,Wednesday,7,1,7.2,9.6,Low,Azul,Azul,199,Neve,Sim
11199,Team D,Team B,Wednesday,10,10,6.1,5,High,Verde,Branco,269,Neve,Nao
10764,Team A,Team B,Thursday,11,18,1.8,3.6,High,Amarelo,Amarelo,402,Nublado,Nao
30521,Team B,Team C,Friday,4,10,6.4,3.1,Low,Vermelho,Branco,263,Neve,Nao
41919,Team C,Team C,Friday,10,11,4.7,7.7,Low,Vermelho,Amarelo,852,Neve,Sim
30270,Team C,Team B,Sunday,9,1,8.3,3.5,Low,Amarelo,Branco,59,Neve,Sim
46122,Team A,Team C,Monday,19,3,2.6,7.6,Medium,Vermelho,Vermelho,475,Nublado,Sim
46091,Team C,Team C,Wednesday,18,13,9,1.9,Medium,Branco,Azul,999,Nublado,Nao
42838,Team B,Team B,Monday,6,13,1.2,7.9,High,Branco,Azul,893,Chuvoso,Nao
43071,Team D,Team B,Thursday,15,15,6.6,5.5,Low,Branco,Vermelho,788,Chuvoso,Nao
23968,Team D,Team B,Sunday,5,4,7.2,4.4,Medium,Azul,Branco,964,Nublado,Nao
21728,Team D,Team D,Wednesday,18,5,1.8,5.9,Low,Branco,Azul,481,Nublado,Sim
28960,Team B,Team B,Friday,6,13,8.9,8.1,Low,Branco,Branco,411,Chuvoso,Nao
41900,Team C,Team B,Wednesday,18,9,4.1,3.3,High,Verde,Verde,386,Ensolarado,Nao
37024,Team B,Team D,Tuesday,20,12,7.3,7,Medium,Branco,Vermelho,760,Ensolarado,Nao
3004,Team C,Team B,Monday,8,13,2,6.8,Medium,Verde,Verde,98,Ensolarado,Nao
22081,Team D,Team C,Saturday,2,20,6.6,6,Low,Amarelo,Amarelo,619,Chuvoso,Sim
2227,Team C,Team C,Saturday,16,11,7.6,4.7,Low,Branco,Azul,587,Neve,Nao
10095,Team B,Team A,Thursday,10,3,2.5,2.2,Low,Vermelho,Azul,557,Nublado,Nao
12576,Team C,Team D,Sunday,9,14,2.6,4.8,Medium,Amarelo,Azul,647,Nublado,Nao
-1969,Team D,Team C,Monday,20,8,2.5,5,High,Azul,Vermelho,856,Chuvoso,Nao
16984,Team D,Team A,Wednesday,13,1,8.5,4.1,Medium,Verde,Vermelho,892,Nublado,Sim
-2977,Team A,Team B,Wednesday,20,2,1.1,8.5,Low,Verde,Vermelho,59,Neve,Nao
52033,Team A,Team A,Wednesday,12,5,1.6,2.7,High,Vermelho,Vermelho,858,Nublado,Nao
9634,Team C,Team D,Thursday,10,19,9.7,5.1,Medium,Azul,Vermelho,702,Nublado,Sim
23078,Team B,Team B,Friday,15,18,8.4,9.2,Medium,Verde,Vermelho,118,Neve,Sim
41587,Team D,Team D,Thursday,19,3,4,3.8,High,Verde,Branco,604,Nublado,Nao
28031,Team B,Team A,Wednesday,13,2,5.3,3,High,Branco,Amarelo,836,Neve,Nao
12041,Team C,Team C,Monday,19,18,5.4,7.3,Low,Vermelho,Azul,269,Nublado,Nao
27213,Team C,Team B,Sunday,8,20,2.5,5.3,High,Verde,Azul,766,Ensolarado,Sim
13139,Team B,Team B,Wednesday,2,9,4.4,8.7,Low,Azul,Verde,439,Neve,Nao
11461,Team A,Team C,Saturday,3,2,8.1,6.1,High,Verde,Amarelo,580,Neve,Nao
3316,Team C,Team A,Friday,3,17,4.5,6.4,High,Azul,Verde,986,Nublado,Sim
3421,Team D,Team D,Tuesday,16,11,1.5,2.5,High,Verde,Vermelho,846,Nublado,Nao
51035,Team A,Team C,Monday,20,10,8.1,4.1,Low,Verde,Azul,277,Chuvoso,Nao
51679,Team C,Team C,Friday,5,12,9.5,2.3,Medium,Vermelho,Vermelho,244,Ensolarado,Sim
52117,Team A,Team B,Thursday,6,9,3.4,1.2,High,Branco,Vermelho,967,Nublado,Sim
39125,Team D,Team B,Tuesday,8,8,3.1,5.7,Medium,Azul,Amarelo,313,Chuvoso,Sim
34681,Team C,Team A,Monday,1,5,6.5,2.6,Low,Branco,Azul,399,Nublado,Nao
27948,Team B,Team C,Monday,2,19,1.3,2.6,Medium,Amarelo,Verde,659,Neve,Nao
15299,Team C,Team B,Monday,13,7,2.4,5.2,Medium,Verde,Amarelo,560,Neve,Sim
17465,Team B,Team B,Saturday,9,16,4.5,6.7,Low,Azul,Branco,85,Neve,Sim
26342,Team A,Team A,Sunday,5,18,8.5,2.8,Medium,Vermelho,Amarelo,242,Nublado,Sim
41786,Team B,Team A,Friday,10,10,7.1,7.6,High,Azul,Branco,788,Chuvoso,Sim
15661,Team B,Team A,Wednesday,19,19,1.5,9.5,Low,Azul,Verde,416,Nublado,Nao
50047,Team C,Team D,Wednesday,12,12,5.2,5.1,High,Verde,Azul,532,Chuvoso,Sim
26440,Team C,Team C,Friday,2,13,5.8,5.9,Medium,Amarelo,Azul,712,Ensolarado,Sim
13943,Team D,Team D,Friday,4,10,8.4,8.7,Low,Branco,Vermelho,128,Ensolarado,Nao
18744,Team A,Team A,Wednesday,11,2,2.2,7.8,Low,Vermelho,Branco,841,Neve,Nao
12350,Team B,Team D,Wednesday,14,6,4,4.5,Low,Vermelho,Branco,286,Neve,Nao
